node03b3c753299e86e66647c895992d2f1.html
Right Answer:accessory_d43-c1
Predicted Answer:samsung un40ju6400---0.1111111111111111
Predicted Answer:lg 43uf6400---0.2222222222222222
Predicted Answer:gpx tde1384b---0.0
Predicted Answer:lg 55eg9100---0.1111111111111111
Predicted Answer:samsung un50eh5300---0.1111111111111111
Predicted Answer:samsung un65h6350---0.0
Predicted Answer:samsung un50j5200a---0.0
Predicted Answer:sony xbr65x800b---0.2222222222222222
Predicted Answer:samsung un60js7000---0.0
Predicted Answer:samsung un55js8500f---0.1111111111111111
Predicted Answer:vizio d43-d2---0.0
Predicted Answer:sony xbr65x900b---0.2222222222222222
Predicted Answer:sony xbr65x900c---0.3333333333333333
Predicted Answer:samsung un48ju6400---0.1111111111111111
Predicted Answer:sony xbr65hx929---0.2222222222222222
Predicted Answer:sony xbr55x850d---0.2222222222222222
Predicted Answer:sony xbr55x850c---0.1111111111111111
Predicted Answer:samsung un55js9000f---0.0
Predicted Answer:sony xbr55x850b---0.1111111111111111
Predicted Answer:samsung un60j6200a---0.0
Predicted Answer:samsung un40es6100---0.1111111111111111
Predicted Answer:samsung un50j6300---0.0
Predicted Answer:lg 55eg9600---0.1111111111111111
Predicted Answer:sony xbr79x900b---0.3333333333333333
Predicted Answer:gpx tde1982b---0.1111111111111111
Predicted Answer:lg 65eg9600---0.1111111111111111
Predicted Answer:sony xbr55x810c---0.2222222222222222
Predicted Answer:samsung un40ju6700---0.0
Predicted Answer:samsung un50js7000---0.0
Predicted Answer:sony xbr43x830c---0.2222222222222222
Predicted Answer:samsung un55hu6840---0.1111111111111111
Predicted Answer:samsung un55j6200a---0.0
Predicted Answer:samsung un40eh5300---0.1111111111111111
Predicted Answer:samsung un55hu8500---0.1111111111111111
Predicted Answer:sony xbr65x810c---0.2222222222222222
Predicted Answer:sony xbr65x850a---0.4444444444444444
Predicted Answer:sony xbr49x830c---0.2222222222222222
Predicted Answer:lg 49uf6400---0.2222222222222222
Predicted Answer:sony xbr65x850c---0.4444444444444444
Predicted Answer:sony xbr70x850b---0.2222222222222222
Predicted Answer:lg 40lf6300---0.0
Predicted Answer:sony xbr55x900c---0.2222222222222222
Predicted Answer:gpx tde3253b---0.0
Predicted Answer:samsung un65h7150---0.0
Predicted Answer:samsung un65ju7100---0.1111111111111111
Predicted Answer:vizio d50u-d1---0.1111111111111111
nodeeb492db16684b2251927514927e5ec0.html
Right Answer:lg 55eg9100
Predicted Answer:samsung un55ju7100f---0.3333333333333333
Predicted Answer:vizio d48-d0---0.2
Predicted Answer:samsung un60eh6003---0.2
Predicted Answer:samsung un60ju7100---0.26666666666666666
Predicted Answer:sony xbr65x930c---0.13333333333333333
Predicted Answer:samsung un50ju7100---0.2
Predicted Answer:sony xbr65x930d---0.13333333333333333
Predicted Answer:sony xbr65x950b---0.2
Predicted Answer:vizio d43-c1---0.26666666666666666
Predicted Answer:samsung un55ju6500---0.2
Predicted Answer:gpx te1384b---0.13333333333333333
Predicted Answer:sony xbr55x800b---0.13333333333333333
Predicted Answer:gpx tde1380b---0.13333333333333333
Predicted Answer:samsung un32eh5300---0.2
Predicted Answer:samsung un40ju6400---0.2
Predicted Answer:lg 43uf6400---0.3333333333333333
Predicted Answer:gpx tde1384b---0.13333333333333333
Predicted Answer:lg 55eg9100---0.6
Predicted Answer:samsung un50eh5300---0.26666666666666666
Predicted Answer:samsung un65h6350---0.2
Predicted Answer:samsung un50j5200a---0.2
Predicted Answer:sony xbr65x800b---0.06666666666666667
Predicted Answer:samsung un60js7000---0.13333333333333333
Predicted Answer:samsung un55js8500f---0.26666666666666666
Predicted Answer:vizio d43-d2---0.2
Predicted Answer:sony xbr65x900b---0.26666666666666666
Predicted Answer:sony xbr65x900c---0.13333333333333333
Predicted Answer:samsung un48ju6400---0.2
Predicted Answer:sony xbr65hx929---0.13333333333333333
Predicted Answer:sony xbr55x850d---0.26666666666666666
Predicted Answer:sony xbr55x850c---0.2
Predicted Answer:samsung un55js9000f---0.3333333333333333
Predicted Answer:sony xbr55x850b---0.13333333333333333
Predicted Answer:samsung un60j6200a---0.2
Predicted Answer:samsung un40es6100---0.26666666666666666
Predicted Answer:samsung un50j6300---0.2
Predicted Answer:lg 55eg9600---0.4666666666666667
Predicted Answer:sony xbr79x900b---0.13333333333333333
Predicted Answer:gpx tde1982b---0.2
Predicted Answer:lg 65eg9600---0.4
Predicted Answer:sony xbr55x810c---0.2
Predicted Answer:samsung un40ju6700---0.26666666666666666
Predicted Answer:samsung un50js7000---0.13333333333333333
Predicted Answer:sony xbr43x830c---0.2
Predicted Answer:samsung un55hu6840---0.26666666666666666
Predicted Answer:samsung un55j6200a---0.26666666666666666
Predicted Answer:samsung un40eh5300---0.26666666666666666
Predicted Answer:samsung un55hu8500---0.26666666666666666
Predicted Answer:sony xbr65x810c---0.13333333333333333
Predicted Answer:sony xbr65x850a---0.2
Predicted Answer:sony xbr49x830c---0.2
Predicted Answer:lg 49uf6400---0.26666666666666666
Predicted Answer:sony xbr65x850c---0.26666666666666666
Predicted Answer:sony xbr70x850b---0.06666666666666667
Predicted Answer:lg 40lf6300---0.26666666666666666
Predicted Answer:sony xbr55x900c---0.2
Predicted Answer:gpx tde3253b---0.13333333333333333
Predicted Answer:samsung un65h7150---0.2
Predicted Answer:samsung un65ju7100---0.26666666666666666
Predicted Answer:vizio d50u-d1---0.26666666666666666
nodeeb601c76c7706852b1ec59dd91e125e.html
Right Answer:vizio d43-c1
Predicted Answer:samsung un55ju7100f---0.4117647058823529
Predicted Answer:vizio d48-d0---0.6470588235294118
Predicted Answer:samsung un60eh6003---0.47058823529411764
Predicted Answer:samsung un60ju7100---0.4117647058823529
Predicted Answer:sony xbr65x930c---0.47058823529411764
Predicted Answer:samsung un50ju7100---0.4117647058823529
Predicted Answer:sony xbr65x930d---0.29411764705882354
Predicted Answer:sony xbr65x950b---0.5294117647058824
Predicted Answer:vizio d43-c1---0.8235294117647058
Predicted Answer:samsung un55ju6500---0.35294117647058826
Predicted Answer:gpx te1384b---0.4117647058823529
Predicted Answer:sony xbr55x800b---0.4117647058823529
Predicted Answer:gpx tde1380b---0.47058823529411764
Predicted Answer:samsung un32eh5300---0.4117647058823529
Predicted Answer:samsung un40ju6400---0.4117647058823529
Predicted Answer:lg 43uf6400---0.5294117647058824
Predicted Answer:gpx tde1384b---0.47058823529411764
Predicted Answer:lg 55eg9100---0.4117647058823529
Predicted Answer:samsung un50eh5300---0.47058823529411764
Predicted Answer:samsung un65h6350---0.35294117647058826
Predicted Answer:samsung un50j5200a---0.35294117647058826
Predicted Answer:sony xbr65x800b---0.4117647058823529
Predicted Answer:samsung un60js7000---0.29411764705882354
Predicted Answer:samsung un55js8500f---0.4117647058823529
Predicted Answer:vizio d43-d2---0.7058823529411765
Predicted Answer:sony xbr65x900b---0.5294117647058824
Predicted Answer:sony xbr65x900c---0.5294117647058824
Predicted Answer:samsung un48ju6400---0.4117647058823529
Predicted Answer:sony xbr65hx929---0.5294117647058824
Predicted Answer:sony xbr55x850d---0.35294117647058826
Predicted Answer:sony xbr55x850c---0.17647058823529413
Predicted Answer:samsung un55js9000f---0.35294117647058826
Predicted Answer:sony xbr55x850b---0.17647058823529413
Predicted Answer:samsung un60j6200a---0.4117647058823529
Predicted Answer:samsung un40es6100---0.4117647058823529
Predicted Answer:samsung un50j6300---0.35294117647058826
Predicted Answer:lg 55eg9600---0.29411764705882354
Predicted Answer:sony xbr79x900b---0.5294117647058824
Predicted Answer:gpx tde1982b---0.5882352941176471
Predicted Answer:lg 65eg9600---0.23529411764705882
Predicted Answer:sony xbr55x810c---0.35294117647058826
Predicted Answer:samsung un40ju6700---0.29411764705882354
Predicted Answer:samsung un50js7000---0.29411764705882354
Predicted Answer:sony xbr43x830c---0.5294117647058824
Predicted Answer:samsung un55hu6840---0.4117647058823529
Predicted Answer:samsung un55j6200a---0.4117647058823529
Predicted Answer:samsung un40eh5300---0.47058823529411764
Predicted Answer:samsung un55hu8500---0.47058823529411764
Predicted Answer:sony xbr65x810c---0.35294117647058826
Predicted Answer:sony xbr65x850a---0.5882352941176471
Predicted Answer:sony xbr49x830c---0.5294117647058824
Predicted Answer:lg 49uf6400---0.35294117647058826
Predicted Answer:sony xbr65x850c---0.5294117647058824
Predicted Answer:sony xbr70x850b---0.47058823529411764
Predicted Answer:lg 40lf6300---0.35294117647058826
Predicted Answer:sony xbr55x900c---0.47058823529411764
Predicted Answer:gpx tde3253b---0.47058823529411764
Predicted Answer:samsung un65h7150---0.4117647058823529
Predicted Answer:samsung un65ju7100---0.4117647058823529
Predicted Answer:vizio d50u-d1---0.5882352941176471
nodeec5dfbe093e48e3c2e39196365e1561.html
Right Answer:accessory_samsung
Predicted Answer:samsung un55ju7100f---0.2
Predicted Answer:vizio d48-d0---0.06666666666666667
Predicted Answer:samsung un60eh6003---0.2
Predicted Answer:samsung un60ju7100---0.26666666666666666
Predicted Answer:sony xbr65x930c---0.06666666666666667
Predicted Answer:samsung un50ju7100---0.2
Predicted Answer:sony xbr65x930d---0.0
Predicted Answer:sony xbr65x950b---0.2
Predicted Answer:vizio d43-c1---0.26666666666666666
Predicted Answer:samsung un55ju6500---0.13333333333333333
Predicted Answer:gpx te1384b---0.06666666666666667
Predicted Answer:sony xbr55x800b---0.13333333333333333
Predicted Answer:gpx tde1380b---0.06666666666666667
Predicted Answer:samsung un32eh5300---0.13333333333333333
Predicted Answer:samsung un40ju6400---0.2
Predicted Answer:lg 43uf6400---0.06666666666666667
Predicted Answer:gpx tde1384b---0.06666666666666667
Predicted Answer:lg 55eg9100---0.06666666666666667
Predicted Answer:samsung un50eh5300---0.2
Predicted Answer:samsung un65h6350---0.13333333333333333
Predicted Answer:samsung un50j5200a---0.06666666666666667
Predicted Answer:sony xbr65x800b---0.13333333333333333
Predicted Answer:samsung un60js7000---0.2
Predicted Answer:samsung un55js8500f---0.13333333333333333
Predicted Answer:vizio d43-d2---0.06666666666666667
Predicted Answer:sony xbr65x900b---0.06666666666666667
Predicted Answer:sony xbr65x900c---0.06666666666666667
Predicted Answer:samsung un48ju6400---0.2
Predicted Answer:sony xbr65hx929---0.0
Predicted Answer:sony xbr55x850d---0.06666666666666667
Predicted Answer:sony xbr55x850c---0.0
Predicted Answer:samsung un55js9000f---0.06666666666666667
Predicted Answer:sony xbr55x850b---0.06666666666666667
Predicted Answer:samsung un60j6200a---0.13333333333333333
Predicted Answer:samsung un40es6100---0.2
Predicted Answer:samsung un50j6300---0.2
Predicted Answer:lg 55eg9600---0.13333333333333333
Predicted Answer:sony xbr79x900b---0.13333333333333333
Predicted Answer:gpx tde1982b---0.13333333333333333
Predicted Answer:lg 65eg9600---0.13333333333333333
Predicted Answer:sony xbr55x810c---0.0
Predicted Answer:samsung un40ju6700---0.06666666666666667
Predicted Answer:samsung un50js7000---0.06666666666666667
Predicted Answer:sony xbr43x830c---0.13333333333333333
Predicted Answer:samsung un55hu6840---0.2
Predicted Answer:samsung un55j6200a---0.13333333333333333
Predicted Answer:samsung un40eh5300---0.2
Predicted Answer:samsung un55hu8500---0.06666666666666667
Predicted Answer:sony xbr65x810c---0.0
Predicted Answer:sony xbr65x850a---0.13333333333333333
Predicted Answer:sony xbr49x830c---0.13333333333333333
Predicted Answer:lg 49uf6400---0.06666666666666667
Predicted Answer:sony xbr65x850c---0.2
Predicted Answer:sony xbr70x850b---0.13333333333333333
Predicted Answer:lg 40lf6300---0.0
Predicted Answer:sony xbr55x900c---0.0
Predicted Answer:gpx tde3253b---0.06666666666666667
Predicted Answer:samsung un65h7150---0.13333333333333333
Predicted Answer:samsung un65ju7100---0.2
Predicted Answer:vizio d50u-d1---0.2
nodeec97c8ce6df55df9c9634a0541775c9.html
Right Answer:accessory_samsung
Predicted Answer:samsung un55ju7100f---0.21428571428571427
Predicted Answer:vizio d48-d0---0.07142857142857142
Predicted Answer:samsung un60eh6003---0.21428571428571427
Predicted Answer:samsung un60ju7100---0.2857142857142857
Predicted Answer:sony xbr65x930c---0.07142857142857142
Predicted Answer:samsung un50ju7100---0.2857142857142857
Predicted Answer:sony xbr65x930d---0.07142857142857142
Predicted Answer:sony xbr65x950b---0.21428571428571427
Predicted Answer:vizio d43-c1---0.21428571428571427
Predicted Answer:samsung un55ju6500---0.14285714285714285
Predicted Answer:gpx te1384b---0.21428571428571427
Predicted Answer:sony xbr55x800b---0.14285714285714285
Predicted Answer:gpx tde1380b---0.14285714285714285
Predicted Answer:samsung un32eh5300---0.14285714285714285
Predicted Answer:samsung un40ju6400---0.21428571428571427
Predicted Answer:lg 43uf6400---0.21428571428571427
Predicted Answer:gpx tde1384b---0.14285714285714285
Predicted Answer:lg 55eg9100---0.21428571428571427
Predicted Answer:samsung un50eh5300---0.2857142857142857
Predicted Answer:samsung un65h6350---0.14285714285714285
Predicted Answer:samsung un50j5200a---0.21428571428571427
Predicted Answer:sony xbr65x800b---0.14285714285714285
Predicted Answer:samsung un60js7000---0.14285714285714285
Predicted Answer:samsung un55js8500f---0.2857142857142857
Predicted Answer:vizio d43-d2---0.07142857142857142
Predicted Answer:sony xbr65x900b---0.14285714285714285
Predicted Answer:sony xbr65x900c---0.21428571428571427
Predicted Answer:samsung un48ju6400---0.21428571428571427
Predicted Answer:sony xbr65hx929---0.07142857142857142
Predicted Answer:sony xbr55x850d---0.07142857142857142
Predicted Answer:sony xbr55x850c---0.07142857142857142
Predicted Answer:samsung un55js9000f---0.14285714285714285
Predicted Answer:sony xbr55x850b---0.07142857142857142
Predicted Answer:samsung un60j6200a---0.14285714285714285
Predicted Answer:samsung un40es6100---0.21428571428571427
Predicted Answer:samsung un50j6300---0.21428571428571427
Predicted Answer:lg 55eg9600---0.2857142857142857
Predicted Answer:sony xbr79x900b---0.21428571428571427
Predicted Answer:gpx tde1982b---0.2857142857142857
Predicted Answer:lg 65eg9600---0.2857142857142857
Predicted Answer:sony xbr55x810c---0.07142857142857142
Predicted Answer:samsung un40ju6700---0.14285714285714285
Predicted Answer:samsung un50js7000---0.21428571428571427
Predicted Answer:sony xbr43x830c---0.2857142857142857
Predicted Answer:samsung un55hu6840---0.21428571428571427
Predicted Answer:samsung un55j6200a---0.14285714285714285
Predicted Answer:samsung un40eh5300---0.21428571428571427
Predicted Answer:samsung un55hu8500---0.21428571428571427
Predicted Answer:sony xbr65x810c---0.07142857142857142
Predicted Answer:sony xbr65x850a---0.21428571428571427
Predicted Answer:sony xbr49x830c---0.2857142857142857
Predicted Answer:lg 49uf6400---0.21428571428571427
Predicted Answer:sony xbr65x850c---0.35714285714285715
Predicted Answer:sony xbr70x850b---0.14285714285714285
Predicted Answer:lg 40lf6300---0.14285714285714285
Predicted Answer:sony xbr55x900c---0.07142857142857142
Predicted Answer:gpx tde3253b---0.14285714285714285
Predicted Answer:samsung un65h7150---0.14285714285714285
Predicted Answer:samsung un65ju7100---0.21428571428571427
Predicted Answer:vizio d50u-d1---0.21428571428571427
nodeed7c58122a4a47f434bd9b4d66d6ccc.html
Right Answer:sony xbr65x850d
Right Answer:sony xbr75x850d
Right Answer:sony xbr85x850d
Predicted Answer:samsung un55ju7100f---0.3333333333333333
Predicted Answer:vizio d48-d0---0.16666666666666666
Predicted Answer:samsung un60eh6003---0.16666666666666666
Predicted Answer:samsung un60ju7100---0.3333333333333333
Predicted Answer:sony xbr65x930c---0.5
Predicted Answer:samsung un50ju7100---0.3333333333333333
Predicted Answer:sony xbr65x930d---0.5
Predicted Answer:sony xbr65x950b---0.3333333333333333
Predicted Answer:vizio d43-c1---0.16666666666666666
Predicted Answer:samsung un55ju6500---0.3333333333333333
Predicted Answer:gpx te1384b---0.16666666666666666
Predicted Answer:sony xbr55x800b---0.3333333333333333
Predicted Answer:gpx tde1380b---0.16666666666666666
Predicted Answer:samsung un32eh5300---0.16666666666666666
Predicted Answer:samsung un40ju6400---0.3333333333333333
Predicted Answer:lg 43uf6400---0.3333333333333333
Predicted Answer:gpx tde1384b---0.16666666666666666
Predicted Answer:lg 55eg9100---0.3333333333333333
Predicted Answer:samsung un50eh5300---0.16666666666666666
Predicted Answer:samsung un65h6350---0.16666666666666666
Predicted Answer:samsung un50j5200a---0.16666666666666666
Predicted Answer:sony xbr65x800b---0.3333333333333333
Predicted Answer:samsung un60js7000---0.3333333333333333
Predicted Answer:samsung un55js8500f---0.3333333333333333
Predicted Answer:vizio d43-d2---0.16666666666666666
Predicted Answer:sony xbr65x900b---0.3333333333333333
